Epsilon , 	 Path L ,	 Time[s]
0.3 ,	42 ,	0.105
0.3 ,	49 ,	0.231
0.3 ,	44 ,	0.41
0.3 ,	59 ,	0.267
0.3 ,	48 ,	0.278
0.3 ,	39 ,	0.179
0.3 ,	53 ,	0.589
0.3 ,	50 ,	0.172
0.3 ,	48 ,	0.248
0.3 ,	52 ,	0.192
0.3 ,	54 ,	0.386
0.3 ,	48 ,	0.225
0.3 ,	54 ,	0.28
0.3 ,	37 ,	0.197
0.3 ,	53 ,	0.203
0.3 ,	37 ,	0.096
0.3 ,	50 ,	0.292
0.3 ,	57 ,	0.27
0.3 ,	56 ,	0.388
0.3 ,	46 ,	0.403
0.3 ,	56 ,	0.28
0.3 ,	42 ,	0.152
0.3 ,	37 ,	0.089
0.3 ,	46 ,	0.234
0.3 ,	42 ,	0.198
0.3 ,	52 ,	0.429
0.3 ,	57 ,	0.59
0.3 ,	38 ,	0.087
0.3 ,	45 ,	0.183
0.3 ,	46 ,	0.153
0.3 ,	43 ,	0.227
0.3 ,	59 ,	0.711
0.3 ,	39 ,	0.111
0.3 ,	39 ,	0.089
0.3 ,	42 ,	0.179
0.3 ,	45 ,	0.224
0.3 ,	44 ,	0.357
0.3 ,	47 ,	0.37
0.3 ,	44 ,	0.136
0.3 ,	41 ,	0.136
0.3 ,	49 ,	0.154
0.3 ,	61 ,	0.314
0.3 ,	53 ,	0.251
0.3 ,	51 ,	0.439
0.3 ,	53 ,	1.13
0.3 ,	63 ,	0.223
0.3 ,	54 ,	0.2
0.3 ,	55 ,	0.356
0.3 ,	46 ,	0.258
0.3 ,	54 ,	0.341
0.3 ,	44 ,	0.188
0.3 ,	48 ,	0.193
0.3 ,	38 ,	0.368
0.3 ,	59 ,	0.3
0.3 ,	48 ,	0.232
0.3 ,	40 ,	0.253
0.3 ,	49 ,	0.211
0.3 ,	43 ,	0.195
0.3 ,	59 ,	0.517
0.3 ,	40 ,	0.171
0.3 ,	51 ,	0.33
0.3 ,	61 ,	0.479
0.3 ,	66 ,	0.347
0.3 ,	39 ,	0.093
0.3 ,	64 ,	0.663
0.3 ,	57 ,	0.464
0.3 ,	44 ,	0.168
0.3 ,	44 ,	0.159
0.3 ,	48 ,	0.151
0.3 ,	42 ,	0.215
0.3 ,	44 ,	0.184
0.3 ,	45 ,	0.153
0.3 ,	52 ,	0.203
0.3 ,	42 ,	0.131
0.3 ,	42 ,	0.149
0.3 ,	37 ,	0.105
0.3 ,	43 ,	0.167
0.3 ,	45 ,	0.383
0.3 ,	55 ,	0.384
0.3 ,	45 ,	0.127
0.3 ,	51 ,	0.203
0.3 ,	44 ,	0.254
0.3 ,	60 ,	0.251
0.3 ,	44 ,	0.3
0.3 ,	48 ,	0.29
0.3 ,	49 ,	0.158
0.3 ,	45 ,	0.149
0.3 ,	42 ,	0.105
0.3 ,	44 ,	0.15
0.3 ,	45 ,	0.242
0.3 ,	42 ,	0.189
0.3 ,	54 ,	0.799
0.3 ,	48 ,	0.517
0.3 ,	57 ,	0.292
0.3 ,	47 ,	0.133
0.3 ,	44 ,	0.136
0.3 ,	56 ,	0.371
0.3 ,	54 ,	0.343
0.3 ,	44 ,	0.188
0.3 ,	58 ,	0.604
0.3 ,	45 ,	0.716
0.3 ,	57 ,	0.442
0.3 ,	46 ,	0.23
0.3 ,	42 ,	0.219
0.3 ,	42 ,	0.22
0.3 ,	47 ,	0.29
0.3 ,	52 ,	0.404
0.3 ,	38 ,	0.084
0.3 ,	45 ,	0.225
0.3 ,	47 ,	0.148
0.3 ,	52 ,	0.328
0.3 ,	60 ,	0.547
0.3 ,	47 ,	0.175
0.3 ,	38 ,	0.114
0.3 ,	38 ,	0.209
0.3 ,	40 ,	0.103
0.3 ,	42 ,	0.119
0.3 ,	47 ,	0.202
0.3 ,	43 ,	0.102
0.3 ,	37 ,	0.281
0.3 ,	38 ,	0.102
0.3 ,	38 ,	0.169
0.3 ,	38 ,	0.199
0.3 ,	52 ,	0.65
0.3 ,	40 ,	0.369
0.3 ,	50 ,	0.357
0.3 ,	50 ,	0.505
0.3 ,	55 ,	0.333
0.3 ,	42 ,	0.158
0.3 ,	46 ,	0.165
0.3 ,	59 ,	0.43
0.3 ,	35 ,	0.074
0.3 ,	61 ,	0.322
0.3 ,	61 ,	0.314
0.3 ,	45 ,	0.28
0.3 ,	44 ,	0.147
0.3 ,	51 ,	0.153
0.3 ,	40 ,	0.136
0.3 ,	40 ,	0.137
0.3 ,	37 ,	0.074
0.3 ,	45 ,	0.16
0.3 ,	53 ,	0.224
0.3 ,	41 ,	0.21
0.3 ,	43 ,	0.131
0.3 ,	41 ,	0.133
0.3 ,	49 ,	0.28
0.3 ,	43 ,	0.121
0.3 ,	45 ,	0.79
0.3 ,	48 ,	0.362
0.3 ,	47 ,	0.284
0.3 ,	49 ,	0.232
0.3 ,	60 ,	0.616
0.3 ,	37 ,	0.111
0.3 ,	48 ,	0.221
0.3 ,	41 ,	0.141
0.3 ,	45 ,	0.158
0.3 ,	58 ,	0.343
0.3 ,	60 ,	0.412
0.3 ,	49 ,	0.162
0.3 ,	40 ,	0.15
0.3 ,	48 ,	0.316
0.3 ,	52 ,	0.212
0.3 ,	62 ,	0.301
0.3 ,	46 ,	0.136
0.3 ,	47 ,	0.118
0.3 ,	42 ,	0.113
0.3 ,	40 ,	0.12
0.3 ,	45 ,	0.254
0.3 ,	39 ,	0.169
0.3 ,	41 ,	0.116
0.3 ,	52 ,	0.195
0.3 ,	38 ,	0.118
0.3 ,	53 ,	0.168
0.3 ,	45 ,	0.433
0.3 ,	48 ,	0.219
0.3 ,	44 ,	0.217
0.3 ,	64 ,	0.443
0.3 ,	48 ,	0.298
0.3 ,	40 ,	0.162
0.3 ,	38 ,	0.12
0.3 ,	50 ,	0.257
0.3 ,	53 ,	0.279
0.3 ,	44 ,	0.148
0.3 ,	43 ,	0.141
0.3 ,	46 ,	0.947
0.3 ,	40 ,	0.112
0.3 ,	54 ,	0.516
0.3 ,	40 ,	0.207
0.3 ,	39 ,	0.104
0.3 ,	51 ,	0.325
0.3 ,	67 ,	0.247
0.3 ,	40 ,	0.16
0.3 ,	42 ,	0.344
0.3 ,	66 ,	0.311
0.3 ,	63 ,	0.364
0.3 ,	55 ,	0.217
0.3 ,	52 ,	0.309
0.3 ,	42 ,	0.233
0.3 ,	42 ,	0.119
0.3 ,	44 ,	0.193
0.3 ,	47 ,	0.919
0.3 ,	64 ,	0.294
0.3 ,	39 ,	0.104
0.3 ,	51 ,	0.208
0.3 ,	39 ,	0.143
0.3 ,	46 ,	0.196
0.3 ,	36 ,	0.07
0.3 ,	49 ,	0.207
0.3 ,	37 ,	0.149
0.3 ,	60 ,	0.222
0.3 ,	44 ,	0.184
0.3 ,	39 ,	0.138
0.3 ,	48 ,	0.445
0.3 ,	48 ,	0.31
0.3 ,	40 ,	0.101
0.3 ,	41 ,	0.228
0.3 ,	44 ,	0.217
0.3 ,	51 ,	0.268
0.3 ,	46 ,	0.172
0.3 ,	42 ,	0.192
0.3 ,	42 ,	0.441
0.3 ,	36 ,	0.067
0.3 ,	52 ,	0.702
0.3 ,	47 ,	0.145
0.3 ,	52 ,	0.366
0.3 ,	49 ,	0.41
0.3 ,	51 ,	0.237
0.3 ,	44 ,	0.206
0.3 ,	46 ,	0.317
0.3 ,	60 ,	0.376
0.3 ,	45 ,	0.163
0.3 ,	49 ,	0.213
0.3 ,	54 ,	0.429
0.3 ,	43 ,	0.364
0.3 ,	55 ,	0.352
0.3 ,	54 ,	0.373
0.3 ,	47 ,	0.187
0.3 ,	40 ,	0.092
0.3 ,	47 ,	0.202
0.3 ,	50 ,	0.323
0.3 ,	59 ,	0.424
0.3 ,	53 ,	0.27
0.3 ,	37 ,	0.094
0.3 ,	48 ,	0.264
0.3 ,	46 ,	0.23
0.3 ,	44 ,	0.213
0.3 ,	47 ,	0.244
0.3 ,	44 ,	0.151
0.3 ,	54 ,	0.277
0.3 ,	47 ,	0.172
0.3 ,	35 ,	0.149
0.3 ,	57 ,	0.755
0.3 ,	46 ,	0.162
0.3 ,	54 ,	0.261
0.3 ,	40 ,	0.082
0.3 ,	53 ,	0.421
0.3 ,	44 ,	0.213
0.3 ,	65 ,	0.463
0.3 ,	52 ,	0.217
0.3 ,	45 ,	0.293
0.3 ,	41 ,	0.135
0.3 ,	45 ,	0.242
0.3 ,	52 ,	0.501
0.3 ,	50 ,	0.592
0.3 ,	48 ,	0.152
0.3 ,	44 ,	0.443
0.3 ,	45 ,	0.155
0.3 ,	57 ,	0.351
0.3 ,	43 ,	0.198
0.3 ,	56 ,	0.393
0.3 ,	55 ,	0.24
0.3 ,	47 ,	0.192
0.3 ,	42 ,	0.408
0.3 ,	47 ,	0.395
0.3 ,	47 ,	0.183
0.3 ,	50 ,	0.221
0.3 ,	48 ,	0.141
0.3 ,	43 ,	0.281
0.3 ,	45 ,	0.213
0.3 ,	46 ,	0.257
0.3 ,	60 ,	0.591
0.3 ,	42 ,	0.222
0.3 ,	46 ,	0.453
0.3 ,	44 ,	0.891
0.3 ,	49 ,	0.45
0.3 ,	40 ,	0.542
0.3 ,	54 ,	0.453
0.3 ,	45 ,	0.452
0.3 ,	42 ,	0.333
0.3 ,	46 ,	0.28
0.3 ,	61 ,	0.542
0.3 ,	50 ,	0.495
0.3 ,	54 ,	0.214
0.3 ,	42 ,	0.199
0.3 ,	49 ,	0.171
0.3 ,	44 ,	0.172
0.3 ,	72 ,	0.987
0.3 ,	47 ,	0.246
0.3 ,	41 ,	0.173
0.3 ,	39 ,	0.284
0.3 ,	47 ,	0.193
0.3 ,	39 ,	0.112
0.3 ,	45 ,	0.478
0.3 ,	42 ,	0.115
0.3 ,	37 ,	0.136
0.3 ,	51 ,	0.2
0.3 ,	47 ,	0.209
0.3 ,	58 ,	0.494
0.3 ,	47 ,	0.273
0.3 ,	60 ,	0.418
0.3 ,	45 ,	0.806
0.3 ,	41 ,	0.155
0.3 ,	41 ,	0.186
0.3 ,	51 ,	0.218
0.3 ,	47 ,	0.16
0.3 ,	40 ,	0.192
0.3 ,	39 ,	0.136
0.3 ,	45 ,	0.231
0.3 ,	44 ,	0.162
0.3 ,	37 ,	0.075
0.3 ,	66 ,	0.331
0.3 ,	43 ,	0.129
0.3 ,	40 ,	0.098
0.3 ,	41 ,	0.207
0.3 ,	43 ,	0.155
0.3 ,	61 ,	0.314
0.3 ,	59 ,	0.725
0.3 ,	45 ,	0.137
0.3 ,	56 ,	0.186
0.3 ,	38 ,	0.136
0.3 ,	71 ,	0.429
0.3 ,	44 ,	0.197
0.3 ,	45 ,	0.221
0.3 ,	43 ,	0.159
0.3 ,	45 ,	0.22
0.3 ,	47 ,	0.205
0.3 ,	49 ,	0.215
0.3 ,	45 ,	0.159
0.3 ,	47 ,	0.21
0.3 ,	47 ,	0.181
0.3 ,	64 ,	0.675
0.3 ,	45 ,	0.121
0.3 ,	39 ,	0.108
0.3 ,	55 ,	0.27
0.3 ,	48 ,	0.369
0.3 ,	54 ,	0.323
0.3 ,	45 ,	0.223
0.3 ,	42 ,	0.167
0.3 ,	46 ,	0.54
0.3 ,	45 ,	0.399
0.3 ,	41 ,	0.161
0.3 ,	38 ,	0.094
0.3 ,	45 ,	0.112
0.3 ,	50 ,	0.171
0.3 ,	50 ,	0.255
0.3 ,	46 ,	0.299
0.3 ,	43 ,	0.126
0.3 ,	42 ,	0.135
0.3 ,	40 ,	0.135
0.3 ,	48 ,	0.296
0.3 ,	43 ,	0.217
0.3 ,	46 ,	0.17
0.3 ,	48 ,	0.188
0.3 ,	64 ,	0.476
0.3 ,	47 ,	0.246
0.3 ,	41 ,	0.194
0.3 ,	37 ,	0.107
0.3 ,	47 ,	0.282
0.3 ,	66 ,	0.341
0.3 ,	52 ,	0.172
0.3 ,	41 ,	0.09
0.3 ,	42 ,	0.217
0.3 ,	40 ,	0.158
0.3 ,	48 ,	0.603
0.3 ,	48 ,	0.328
0.3 ,	49 ,	0.2
0.3 ,	40 ,	0.227
0.3 ,	58 ,	0.426
0.3 ,	50 ,	0.257
0.3 ,	47 ,	0.174
0.3 ,	44 ,	0.188
0.3 ,	50 ,	0.327
0.3 ,	44 ,	0.208
0.3 ,	39 ,	0.109
0.3 ,	49 ,	0.157
0.3 ,	43 ,	0.143
0.3 ,	44 ,	0.366
0.3 ,	49 ,	0.276
0.3 ,	45 ,	0.297
0.3 ,	46 ,	0.191
0.3 ,	46 ,	0.182
0.3 ,	40 ,	0.167
0.3 ,	62 ,	0.321
0.3 ,	42 ,	0.12
0.3 ,	41 ,	0.342
0.3 ,	44 ,	0.175
0.3 ,	63 ,	0.241
0.3 ,	60 ,	0.259
0.3 ,	51 ,	0.224
0.3 ,	47 ,	0.175
0.3 ,	45 ,	0.156
0.3 ,	42 ,	0.112
0.3 ,	40 ,	0.158
0.3 ,	43 ,	0.15
0.3 ,	41 ,	0.151
0.3 ,	49 ,	0.366
0.3 ,	47 ,	0.151
0.3 ,	47 ,	0.3
0.3 ,	39 ,	0.082
0.3 ,	43 ,	0.13
0.3 ,	62 ,	0.27
0.3 ,	47 ,	0.201
0.3 ,	43 ,	0.259
0.3 ,	48 ,	0.194
0.3 ,	56 ,	0.921
0.3 ,	50 ,	0.283
0.3 ,	45 ,	0.254
0.3 ,	39 ,	0.132
0.3 ,	46 ,	0.344
0.3 ,	42 ,	0.142
0.3 ,	40 ,	0.176
0.3 ,	47 ,	0.144
0.3 ,	39 ,	0.177
0.3 ,	47 ,	0.351
0.3 ,	63 ,	0.362
0.3 ,	62 ,	0.448
0.3 ,	73 ,	0.585
0.3 ,	38 ,	0.265
0.3 ,	52 ,	0.482
0.3 ,	41 ,	0.186
0.3 ,	38 ,	0.143
0.3 ,	42 ,	0.199
0.3 ,	38 ,	0.085
0.3 ,	61 ,	0.342
0.3 ,	47 ,	0.207
0.3 ,	45 ,	0.653
0.3 ,	50 ,	0.174
0.3 ,	55 ,	0.39
0.3 ,	46 ,	0.205
0.3 ,	57 ,	0.621
0.3 ,	40 ,	0.106
0.3 ,	52 ,	0.205
0.3 ,	48 ,	0.233
0.3 ,	40 ,	0.424
0.3 ,	46 ,	0.099
0.3 ,	50 ,	0.199
0.3 ,	44 ,	0.167
0.3 ,	40 ,	0.376
0.3 ,	47 ,	0.173
0.3 ,	44 ,	0.148
0.3 ,	47 ,	0.677
0.3 ,	49 ,	0.213
0.3 ,	65 ,	0.305
0.3 ,	39 ,	0.123
0.3 ,	51 ,	0.44
0.3 ,	40 ,	0.128
0.3 ,	43 ,	0.122
0.3 ,	40 ,	0.163
0.3 ,	52 ,	0.965
0.3 ,	44 ,	0.332
0.3 ,	40 ,	0.096
0.3 ,	44 ,	0.572
0.3 ,	50 ,	0.313
0.3 ,	47 ,	0.223
0.3 ,	49 ,	0.191
0.3 ,	48 ,	0.367
0.3 ,	58 ,	0.355
0.3 ,	57 ,	0.666
0.3 ,	43 ,	0.179
0.3 ,	56 ,	0.39
0.3 ,	63 ,	0.469
0.3 ,	45 ,	0.153
0.3 ,	42 ,	0.46
0.3 ,	41 ,	0.55
0.3 ,	50 ,	0.269
0.3 ,	50 ,	0.284
0.3 ,	45 ,	0.168
0.3 ,	49 ,	0.226
0.3 ,	50 ,	0.203
0.3 ,	45 ,	0.125
0.3 ,	73 ,	0.868
0.3 ,	53 ,	0.234
0.3 ,	41 ,	0.382
0.3 ,	50 ,	0.293
0.3 ,	48 ,	0.216
0.3 ,	44 ,	0.197
0.3 ,	41 ,	0.127
0.3 ,	38 ,	0.069
0.3 ,	68 ,	0.455
0.3 ,	64 ,	0.681
0.3 ,	65 ,	0.647
0.3 ,	51 ,	0.406
0.3 ,	52 ,	0.152
0.3 ,	45 ,	0.163
0.3 ,	48 ,	0.198
0.3 ,	50 ,	0.533
0.3 ,	43 ,	0.155
0.3 ,	41 ,	0.222
0.3 ,	39 ,	0.263
0.3 ,	40 ,	0.208
0.3 ,	51 ,	0.179
0.3 ,	37 ,	0.146
0.3 ,	51 ,	0.691
0.3 ,	47 ,	0.131
0.3 ,	40 ,	0.101
0.3 ,	43 ,	0.326
0.3 ,	53 ,	0.34
0.3 ,	47 ,	0.671
0.3 ,	48 ,	0.257
0.3 ,	53 ,	0.211
0.3 ,	39 ,	0.097
0.3 ,	38 ,	0.188
0.3 ,	52 ,	0.683
0.3 ,	45 ,	0.215
0.3 ,	42 ,	0.225
0.3 ,	51 ,	0.419
0.3 ,	49 ,	0.559
0.3 ,	47 ,	0.568
0.3 ,	45 ,	0.205
0.3 ,	36 ,	0.1
0.3 ,	46 ,	0.142
0.3 ,	62 ,	1.04
0.3 ,	51 ,	0.429
0.3 ,	50 ,	0.55
0.3 ,	41 ,	0.078
0.3 ,	52 ,	0.249
0.3 ,	48 ,	0.289
0.3 ,	44 ,	0.202
0.3 ,	44 ,	0.22
0.3 ,	47 ,	0.25
0.3 ,	40 ,	0.135
0.3 ,	46 ,	0.273
0.3 ,	39 ,	0.095
0.3 ,	47 ,	0.328
0.3 ,	44 ,	0.118
0.3 ,	51 ,	0.52
0.3 ,	51 ,	0.477
0.3 ,	45 ,	0.463
0.3 ,	55 ,	0.25
0.3 ,	54 ,	0.615
0.3 ,	56 ,	1.272
0.3 ,	48 ,	0.209
0.3 ,	41 ,	0.132
0.3 ,	40 ,	0.15
0.3 ,	55 ,	0.53
0.3 ,	43 ,	0.224
0.3 ,	38 ,	0.238
0.3 ,	45 ,	0.476
0.3 ,	53 ,	0.571
0.3 ,	51 ,	0.326
0.3 ,	50 ,	0.318
0.3 ,	41 ,	0.086
0.3 ,	61 ,	0.268
0.3 ,	52 ,	0.417
0.3 ,	45 ,	0.129
0.3 ,	37 ,	0.111
0.3 ,	48 ,	0.179
0.3 ,	48 ,	0.534
0.3 ,	38 ,	0.206
0.3 ,	52 ,	0.829
0.3 ,	46 ,	0.257
0.3 ,	42 ,	0.157
0.3 ,	45 ,	0.142
0.3 ,	53 ,	0.274
0.3 ,	64 ,	0.347
0.3 ,	58 ,	0.227
0.3 ,	55 ,	0.664
0.3 ,	38 ,	0.075
0.3 ,	50 ,	0.454
0.3 ,	42 ,	0.124
0.3 ,	42 ,	0.183
0.3 ,	73 ,	0.794
0.3 ,	43 ,	0.143
0.3 ,	50 ,	0.249
0.3 ,	40 ,	0.087
0.3 ,	60 ,	0.451
0.3 ,	45 ,	0.155
0.3 ,	55 ,	0.237
0.3 ,	52 ,	0.279
0.3 ,	46 ,	0.226
0.3 ,	51 ,	0.676
0.3 ,	55 ,	0.259
0.3 ,	42 ,	0.153
0.3 ,	40 ,	0.142
0.3 ,	38 ,	0.126
0.3 ,	47 ,	0.19
0.3 ,	55 ,	0.168
0.3 ,	45 ,	0.345
0.3 ,	41 ,	0.145
0.3 ,	41 ,	0.315
0.3 ,	49 ,	0.251
0.3 ,	48 ,	0.246
0.3 ,	54 ,	0.729
0.3 ,	50 ,	0.212
0.3 ,	42 ,	0.192
0.3 ,	39 ,	0.381
0.3 ,	38 ,	0.172
0.3 ,	53 ,	0.265
0.3 ,	53 ,	0.221
0.3 ,	51 ,	0.315
0.3 ,	39 ,	0.257
0.3 ,	59 ,	0.58
0.3 ,	41 ,	0.285
0.3 ,	41 ,	0.241
0.3 ,	48 ,	0.505
0.3 ,	50 ,	0.327
0.3 ,	49 ,	0.207
0.3 ,	42 ,	0.209
0.3 ,	59 ,	0.197
0.3 ,	37 ,	0.097
0.3 ,	43 ,	0.209
0.3 ,	52 ,	0.253
0.3 ,	62 ,	0.445
0.3 ,	43 ,	0.108
0.3 ,	41 ,	0.139
0.3 ,	43 ,	0.31
0.3 ,	48 ,	0.512
0.3 ,	65 ,	0.391
0.3 ,	43 ,	0.117
0.3 ,	40 ,	0.305
0.3 ,	42 ,	0.152
0.3 ,	38 ,	0.105
0.3 ,	64 ,	0.255
0.3 ,	52 ,	0.242
0.3 ,	47 ,	0.296
0.3 ,	43 ,	0.212
0.3 ,	44 ,	0.235
0.3 ,	46 ,	0.194
0.3 ,	56 ,	0.354
0.3 ,	40 ,	0.081
0.3 ,	51 ,	0.192
0.3 ,	41 ,	0.258
0.3 ,	40 ,	0.104
0.3 ,	39 ,	0.134
0.3 ,	44 ,	0.19
0.3 ,	47 ,	0.321
0.3 ,	54 ,	0.236
0.3 ,	45 ,	0.245
0.3 ,	48 ,	0.32
0.3 ,	46 ,	0.164
0.3 ,	43 ,	0.377
0.3 ,	44 ,	0.16
0.3 ,	40 ,	0.233
0.3 ,	46 ,	0.188
0.3 ,	55 ,	0.235
0.3 ,	49 ,	0.213
0.3 ,	60 ,	0.352
0.3 ,	41 ,	0.171
0.3 ,	42 ,	0.429
0.3 ,	47 ,	0.286
0.3 ,	42 ,	0.129
0.3 ,	54 ,	0.278
0.3 ,	53 ,	0.53
0.3 ,	40 ,	0.281
0.3 ,	45 ,	0.172
0.3 ,	40 ,	0.109
0.3 ,	56 ,	0.381
0.3 ,	60 ,	0.301
0.3 ,	38 ,	0.083
0.3 ,	38 ,	0.071
0.3 ,	41 ,	0.188
0.3 ,	43 ,	0.471
0.3 ,	47 ,	0.183
0.3 ,	49 ,	0.186
0.3 ,	46 ,	0.143
0.3 ,	70 ,	2.254
0.3 ,	47 ,	0.415
0.3 ,	40 ,	0.127
0.3 ,	49 ,	0.259
0.3 ,	46 ,	0.318
0.3 ,	47 ,	0.166
0.3 ,	43 ,	0.218
0.3 ,	54 ,	0.355
0.3 ,	42 ,	0.148
0.3 ,	44 ,	0.169
0.3 ,	44 ,	0.133
0.3 ,	49 ,	0.208
0.3 ,	48 ,	0.121
0.3 ,	46 ,	0.229
0.3 ,	53 ,	0.168
0.3 ,	47 ,	0.331
0.3 ,	43 ,	0.152
0.3 ,	38 ,	0.166
0.3 ,	53 ,	0.186
0.3 ,	49 ,	0.36
0.3 ,	39 ,	0.105
0.3 ,	47 ,	0.262
0.3 ,	39 ,	0.186
0.3 ,	39 ,	0.122
0.3 ,	46 ,	0.201
0.3 ,	56 ,	0.589
0.3 ,	44 ,	0.255
0.3 ,	42 ,	0.18
0.3 ,	50 ,	0.282
0.3 ,	41 ,	0.093
0.3 ,	42 ,	0.202
0.3 ,	48 ,	0.484
0.3 ,	56 ,	0.497
0.3 ,	37 ,	0.226
0.3 ,	45 ,	0.453
0.3 ,	56 ,	0.323
0.5 ,	22 ,	0.121
0.5 ,	27 ,	0.463
0.5 ,	27 ,	0.183
0.5 ,	35 ,	0.249
0.5 ,	28 ,	0.218
0.5 ,	33 ,	0.349
0.5 ,	28 ,	0.167
0.5 ,	29 ,	0.107
0.5 ,	25 ,	0.116
0.5 ,	30 ,	0.118
0.5 ,	25 ,	0.176
0.5 ,	32 ,	0.254
0.5 ,	25 ,	0.103
0.5 ,	29 ,	0.199
0.5 ,	31 ,	0.131
0.5 ,	39 ,	0.414
0.5 ,	26 ,	0.136
0.5 ,	27 ,	0.076
0.5 ,	36 ,	0.302
0.5 ,	25 ,	0.161
0.5 ,	24 ,	0.078
0.5 ,	31 ,	0.154
0.5 ,	31 ,	0.147
0.5 ,	28 ,	0.121
0.5 ,	26 ,	0.415
0.5 ,	26 ,	0.082
0.5 ,	30 ,	0.659
0.5 ,	39 ,	0.279
0.5 ,	28 ,	0.144
0.5 ,	25 ,	0.062
0.5 ,	34 ,	0.298
0.5 ,	28 ,	0.13
0.5 ,	25 ,	0.121
0.5 ,	34 ,	0.316
0.5 ,	29 ,	0.095
0.5 ,	33 ,	0.194
0.5 ,	30 ,	0.114
0.5 ,	24 ,	0.106
0.5 ,	34 ,	0.21
0.5 ,	23 ,	0.069
0.5 ,	30 ,	0.254
0.5 ,	27 ,	0.129
0.5 ,	24 ,	0.112
0.5 ,	26 ,	0.114
0.5 ,	36 ,	1.075
0.5 ,	33 ,	0.173
0.5 ,	38 ,	0.7
0.5 ,	29 ,	0.187
0.5 ,	24 ,	0.113
0.5 ,	29 ,	0.134
0.5 ,	24 ,	0.177
0.5 ,	28 ,	0.175
0.5 ,	26 ,	0.112
0.5 ,	24 ,	0.129
0.5 ,	24 ,	0.087
0.5 ,	21 ,	0.082
0.5 ,	25 ,	0.077
0.5 ,	22 ,	0.083
0.5 ,	34 ,	0.211
0.5 ,	22 ,	0.128
0.5 ,	27 ,	0.114
0.5 ,	31 ,	0.104
0.5 ,	26 ,	0.143
0.5 ,	28 ,	0.167
0.5 ,	30 ,	0.167
0.5 ,	33 ,	0.243
0.5 ,	27 ,	0.134
0.5 ,	29 ,	0.241
0.5 ,	37 ,	0.321
0.5 ,	27 ,	0.173
0.5 ,	31 ,	0.238
0.5 ,	38 ,	0.201
0.5 ,	22 ,	0.048
0.5 ,	25 ,	0.202
0.5 ,	28 ,	0.177
0.5 ,	25 ,	0.154
0.5 ,	30 ,	0.166
0.5 ,	36 ,	0.164
0.5 ,	29 ,	0.994
0.5 ,	28 ,	0.212
0.5 ,	27 ,	0.234
0.5 ,	27 ,	0.1
0.5 ,	33 ,	0.142
0.5 ,	23 ,	0.077
0.5 ,	22 ,	0.077
0.5 ,	34 ,	0.179
0.5 ,	32 ,	0.184
0.5 ,	35 ,	0.176
0.5 ,	30 ,	0.162
0.5 ,	32 ,	0.195
0.5 ,	36 ,	0.357
0.5 ,	31 ,	0.171
0.5 ,	29 ,	0.1
0.5 ,	29 ,	0.149
0.5 ,	28 ,	0.487
0.5 ,	29 ,	0.122
0.5 ,	26 ,	0.188
0.5 ,	30 ,	0.164
0.5 ,	31 ,	0.183
0.5 ,	27 ,	0.205
0.5 ,	26 ,	0.293
0.5 ,	24 ,	0.077
0.5 ,	27 ,	0.112
0.5 ,	35 ,	0.205
0.5 ,	23 ,	0.068
0.5 ,	28 ,	0.137
0.5 ,	32 ,	0.135
0.5 ,	37 ,	1.05
0.5 ,	43 ,	0.268
0.5 ,	26 ,	0.124
0.5 ,	35 ,	0.14
0.5 ,	32 ,	0.254
0.5 ,	26 ,	0.165
0.5 ,	35 ,	0.174
0.5 ,	26 ,	0.095
0.5 ,	27 ,	0.118
0.5 ,	26 ,	0.111
0.5 ,	29 ,	0.134
0.5 ,	25 ,	0.143
0.5 ,	25 ,	0.121
0.5 ,	32 ,	0.155
0.5 ,	24 ,	0.109
0.5 ,	33 ,	0.231
0.5 ,	37 ,	0.563
0.5 ,	25 ,	0.143
0.5 ,	27 ,	0.101
0.5 ,	36 ,	0.185
0.5 ,	28 ,	0.448
0.5 ,	22 ,	0.204
0.5 ,	31 ,	0.902
0.5 ,	30 ,	0.116
0.5 ,	28 ,	0.135
0.5 ,	26 ,	0.1
0.5 ,	28 ,	0.139
0.5 ,	23 ,	0.061
0.5 ,	30 ,	0.26
0.5 ,	28 ,	0.104
0.5 ,	39 ,	0.542
0.5 ,	29 ,	0.219
0.5 ,	26 ,	0.138
0.5 ,	27 ,	0.136
0.5 ,	23 ,	0.057
0.5 ,	23 ,	0.076
0.5 ,	39 ,	0.233
0.5 ,	31 ,	0.298
0.5 ,	28 ,	0.309
0.5 ,	26 ,	0.1
0.5 ,	25 ,	0.12
0.5 ,	23 ,	0.117
0.5 ,	31 ,	0.183
0.5 ,	22 ,	0.061
0.5 ,	25 ,	0.113
0.5 ,	34 ,	0.204
0.5 ,	28 ,	0.263
0.5 ,	25 ,	0.175
0.5 ,	33 ,	1.27
0.5 ,	29 ,	0.109
0.5 ,	38 ,	0.176
0.5 ,	27 ,	0.216
0.5 ,	25 ,	0.094
0.5 ,	22 ,	0.064
0.5 ,	29 ,	0.173
0.5 ,	26 ,	0.246
0.5 ,	31 ,	0.145
0.5 ,	28 ,	0.258
0.5 ,	36 ,	0.312
0.5 ,	28 ,	0.118
0.5 ,	32 ,	0.1
0.5 ,	39 ,	0.26
0.5 ,	24 ,	0.066
0.5 ,	24 ,	0.172
0.5 ,	31 ,	0.166
